date,kg,month~1,month~2,month~3,month~4,month~5,month~6,month~7,month~8,month~9,month~10,month~11,month~12,Product~MAP,Product~MOP,Product~UREIA,oc
2013-02-01,0.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0
2013-02-01,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0
2013-02-01,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0
2013-03-01,7650000.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,1
2013-03-01,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0
2013-03-01,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,0
2013-04-01,8669423.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1
2013-04-01,3500280.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,1
2013-04-01,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0
2013-05-01,5496249.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1
2013-05-01,43712153.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1
2013-05-01,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
2013-06-01,7500700.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,1
2013-06-01,31863507.0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1
2013-06-01,7164975.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
2013-07-01,43351124.0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1
2013-07-01,57969739.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1
2013-07-01,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0
2013-08-01,32760040.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1
2013-08-01,28221460.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1
2013-08-01,11220358.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1
2013-09-01,18106142.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,1
2013-09-01,23854134.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1
