year,month,Product,UF,kg,US$_fob,km
2023,3,Soy Group,RO,546622880,305715558,0
2023,3,Soy Group,RS,98787296,55313187,0
2023,3,Soy Group,SC,37957453,21652578,0
2023,3,Soy Group,SP,1050655449,586088984,0
2023,3,Soy Group,TO,437813048,244241756,0
2023,4,Soy Group,AC,9876274,5369802,0
2023,4,Soy Group,BA,297717070,160462129,0
2023,4,Soy Group,DF,24735295,13904496,0
2023,4,Soy Group,GO,1565657555,847108205,0
2023,4,Soy Group,MA,475575129,254094654,0
2023,4,Soy Group,MG,895332187,480335148,0
2023,4,Soy Group,MS,1029171080,552762589,0
2023,4,Soy Group,MT,4591787551,2491903163,0
2023,4,Soy Group,ND,32999980,16878170,0
2023,4,Soy Group,PA,460629356,250818579,0
2023,4,Soy Group,PI,340038840,185361959,0
2023,4,Soy Group,PR,1378447939,746785935,0
2023,4,Soy Group,RO,599563660,320878919,0
2023,4,Soy Group,RS,289606987,153792390,0
2023,4,Soy Group,SC,157113767,82360163,0
2023,4,Soy Group,SP,1264315995,682878489,0
2023,4,Soy Group,TO,665379232,362894377,0
2023,5,Soy Group,BA,429636953,231849646,0
2023,5,Soy Group,DF,32475024,17244251,0
2023,5,Soy Group,GO,1668074643,863574592,0
2023,5,Soy Group,MA,709040616,377125237,0
2023,5,Soy Group,MG,1150043902,584220725,0
2023,5,Soy Group,MS,1022032475,530657471,0
2023,5,Soy Group,MT,4818315878,2508818522,0
2023,5,Soy Group,ND,9631502,9310195,0
2023,5,Soy Group,PA,633810041,334978303,0
2023,5,Soy Group,PI,328074189,176295140,0
2023,5,Soy Group,PR,1580366976,824462078,0
2023,5,Soy Group,RO,293099238,149379886,0
2023,5,Soy Group,RS,596492145,310320212,0
2023,5,Soy Group,SC,333205578,170992705,0
2023,5,Soy Group,SP,969350556,488467636,0
2023,5,Soy Group,TO,770819037,412678188,0
2023,6,Soy Group,AC,9899208,5113262,0
2023,6,Soy Group,BA,484002496,246939593,0
2023,6,Soy Group,DF,11235830,5631490,0
2023,6,Soy Group,GO,1397065626,679739679,0
2023,6,Soy Group,MA,710657233,365707294,0
2023,6,Soy Group,MG,825119476,398593687,0
2023,6,Soy Group,MS,725179248,358598486,0
2023,6,Soy Group,MT,4734867984,2338851817,0
2023,6,Soy Group,ND,63224694,34533040,0
2023,6,Soy Group,PA,577956043,289220930,0
2023,6,Soy Group,PI,287495337,149407314,0
2023,6,Soy Group,PR,1352542815,677652395,0
2023,6,Soy Group,RO,201619985,98195649,0
2023,6,Soy Group,RS,622919233,301806387,0
2023,6,Soy Group,SC,193204601,98894757,0
2023,6,Soy Group,SP,558614946,269589108,0
2023,6,Soy Group,TO,630100732,321747547,0
2023,7,Soy Group,BA,436985830,217482842,0
2023,7,Soy Group,DF,23267051,11278538,0
2023,7,Soy Group,GO,1122804625,546155325,0
2023,7,Soy Group,MA,573902735,283988217,0
2023,7,Soy Group,MG,522568700,254992502,0
2023,7,Soy Group,MS,590922397,288834031,0
2023,7,Soy Group,MT,2515880001,1231284331,0
2023,7,Soy Group,ND,17000000,8495312,0
2023,7,Soy Group,PA,439070184,213730661,0
2023,7,Soy Group,PI,234188243,117650980,0
2023,7,Soy Group,PR,1245884872,603952118,0
2023,7,Soy Group,RO,180875243,86286396,0
2023,7,Soy Group,RS,489968859,238177934,0
2023,7,Soy Group,SC,160825239,78531653,0
2023,7,Soy Group,SP,403079612,195368109,0
2023,7,Soy Group,TO,435227150,213756464,0
2023,8,Soy Group,BA,470179952,234248241,0
2023,8,Soy Group,DF,32645421,16150977,0
2023,8,Soy Group,GO,668577863,340301704,0
2023,8,Soy Group,MA,460791239,226631261,0
2023,8,Soy Group,MG,474120521,241390433,0
2023,8,Soy Group,MS,678082599,336283505,0
2023,8,Soy Group,MT,1023470882,514170732,0
2023,8,Soy Group,ND,27864445,13640923,0
2023,8,Soy Group,PA,331813225,159048064,0
2023,8,Soy Group,PI,262942694,134279952,0
2023,8,Soy Group,PR,1259726784,630011047,0
2023,8,Soy Group,RO,91432455,45010341,0
2023,8,Soy Group,RR,24355240,12187136,0
2023,8,Soy Group,RS,1553291164,779344794,0
2023,8,Soy Group,SC,141796971,70785503,0
2023,8,Soy Group,SP,381120535,192725313,0
2023,8,Soy Group,TO,292884811,144723485,0
2023,9,Soy Group,BA,507759366,260493521,0
2023,9,Soy Group,DF,10122027,5231815,0
2023,9,Soy Group,GO,699473060,365068917,0
2023,9,Soy Group,MA,244738463,123320655,0
2023,9,Soy Group,MG,346017356,182605027,0
2023,9,Soy Group,MS,366773220,185213885,0
2023,9,Soy Group,MT,608948553,313794324,0
2023,9,Soy Group,ND,71669425,32766252,0
2023,9,Soy Group,PA,122318419,62714801,0
2023,9,Soy Group,PI,202687436,102511640,0
2023,9,Soy Group,PR,1293971699,662969953,0
2023,9,Soy Group,RR,67240214,35031591,0
2023,9,Soy Group,RS,1212948578,642284354,0
2023,9,Soy Group,SC,120453907,62933730,0
2023,9,Soy Group,SP,257094881,133360587,0
2023,9,Soy Group,TO,143133025,72353988,0
2023,10,Soy Group,BA,464354397,248637970,0
2023,10,Soy Group,DF,22698659,12359091,0
2023,10,Soy Group,GO,547891467,288607366,0
2023,10,Soy Group,MA,185471022,98232880,0
2023,10,Soy Group,MG,305602229,162804784,0
2023,10,Soy Group,MS,161380803,83776683,0
2023,10,Soy Group,MT,658109056,341854620,0
2023,10,Soy Group,ND,138926876,71527036,0
2023,10,Soy Group,PA,89366219,45270193,0
2023,10,Soy Group,PI,175330656,92499908,0
2023,10,Soy Group,PR,673741180,345932107,0
2023,10,Soy Group,RO,20342251,10666285,0
2023,10,Soy Group,RR,76824596,40424066,0
2023,10,Soy Group,RS,1504148926,789682449,0
2023,10,Soy Group,SC,128706809,68233172,0
2023,10,Soy Group,SP,175536753,89800099,0
2023,10,Soy Group,TO,145221350,75930461,0
2023,11,Soy Group,BA,474297772,252704508,0
2023,11,Soy Group,DF,20222020,11066471,0
2023,11,Soy Group,GO,571244964,301401917,0
2023,11,Soy Group,MA,153704245,82086040,0
2023,11,Soy Group,MG,165095164,88086749,0
2023,11,Soy Group,MS,338840568,175731562,0
2023,11,Soy Group,MT,529253974,275330734,0
2023,11,Soy Group,ND,83571168,41831738,0
2023,11,Soy Group,PA,83533892,41812364,0
2023,11,Soy Group,PI,181300681,96664448,0
2023,11,Soy Group,PR,1079006610,559193000,0
2023,11,Soy Group,RO,15833222,8176797,0
2023,11,Soy Group,RR,33959439,16801502,0
2023,11,Soy Group,RS,976037537,519148239,0
2023,11,Soy Group,SC,165078122,87226127,0
2023,11,Soy Group,SP,206873973,109791702,0
2023,11,Soy Group,TO,59507275,31582006,0
2023,12,Soy Group,BA,513195747,268213978,0
2023,12,Soy Group,DF,24862787,13527580,0
2023,12,Soy Group,GO,661049874,342723586,0
2023,12,Soy Group,MA,124041650,65876796,0
2023,12,Soy Group,MG,140931291,74532528,0
2023,12,Soy Group,MS,234050574,120206847,0
2023,12,Soy Group,MT,401602372,205994255,0
2023,12,Soy Group,ND,151138807,79346407,0
2023,12,Soy Group,PA,14981980,8011985,0
2023,12,Soy Group,PI,169209348,90818210,0
2023,12,Soy Group,PR,803929027,416039204,0
2023,12,Soy Group,RR,31581726,15379088,0
2023,12,Soy Group,RS,207933657,107713466,0
2023,12,Soy Group,SC,79909226,41630369,0
2023,12,Soy Group,SP,198077649,103504980,0
2023,12,Soy Group,TO,47272699,24792253,0
2024,1,Soy Group,BA,461154360,236566848,0
2024,1,Soy Group,GO,170134802,87383427,0
2024,1,Soy Group,MA,26200855,13577984,0
2024,1,Soy Group,MG,71206417,37574813,0
2024,1,Soy Group,MS,281464891,143518694,0
2024,1,Soy Group,MT,428523309,215733103,0
2024,1,Soy Group,ND,13901190,6758314,0
2024,1,Soy Group,PI,87189043,46306518,0
2024,1,Soy Group,PR,981371662,496601028,0
2024,1,Soy Group,RS,124759441,63957726,0
2024,1,Soy Group,SC,103893578,51834426,0
2024,1,Soy Group,SP,63097843,33337142,0
2024,1,Soy Group,TO,29857507,15389217,0
2024,2,Soy Group,BA,82162142,37418971,0
2024,2,Soy Group,GO,753181859,329584089,0
2024,2,Soy Group,MA,78617738,35109654,0
2024,2,Soy Group,MG,221157646,94540362,0
2024,2,Soy Group,MS,331081044,143027438,0
2024,2,Soy Group,MT,3061069683,1350262153,0
2024,2,Soy Group,ND,31163246,15578358,0
2024,2,Soy Group,PA,67132730,30591968,0
2024,2,Soy Group,PR,1044334310,465998563,0
2024,2,Soy Group,RO,212093181,91823527,0
2024,2,Soy Group,RS,158937172,74195908,0
2024,2,Soy Group,SC,65652738,30147432,0
2024,2,Soy Group,SP,385105993,167264267,0
2024,2,Soy Group,TO,70311831,32159113,0
2024,3,Soy Group,AC,11021610,4387038,0
2024,3,Soy Group,BA,293968429,132400815,0
2024,3,Soy Group,DF,14890315,6210146,0
2024,3,Soy Group,GO,1800086519,762882708,0
2024,3,Soy Group,MA,336421094,149119537,0
2024,3,Soy Group,MG,1089937038,455032541,0
2024,3,Soy Group,MS,953973528,402411559,0
2024,3,Soy Group,MT,4709365931,2010407094,0
2024,3,Soy Group,ND,32879697,15317924,0
2024,3,Soy Group,PA,295115057,127613254,0
2024,3,Soy Group,PI,49387079,20176917,0
2024,3,Soy Group,PR,1089350688,468831260,0
2024,3,Soy Group,RO,585579646,241870676,0
2024,3,Soy Group,SC,77941868,34582636,0
2024,3,Soy Group,SP,811553633,336653387,0
2024,3,Soy Group,TO,389587236,168500484,0
2024,4,Soy Group,AC,22189877,9354308,0
2024,4,Soy Group,BA,360229160,155623301,0
2024,4,Soy Group,DF,48136387,20688865,0
2024,4,Soy Group,GO,1897401499,819584294,0
2024,4,Soy Group,MA,374315612,163585709,0
2024,4,Soy Group,MG,1266784709,537263565,0
2024,4,Soy Group,MS,1132358960,486038188,0
2024,4,Soy Group,MT,4645023431,1987970895,0
2024,4,Soy Group,ND,29796180,11357258,0
2024,4,Soy Group,PA,568846818,243724578,0
2024,4,Soy Group,PI,278238705,118679835,0
2024,4,Soy Group,PR,1243213739,533528012,0
2024,4,Soy Group,RO,609687058,255695950,0
2024,4,Soy Group,RS,570349842,243102337,0
2024,4,Soy Group,SC,208498369,89281053,0
2024,4,Soy Group,SP,713391564,302596790,0
2024,4,Soy Group,TO,692896277,296870005,0
2024,5,Soy Group,AC,11856168,4745226,0
2024,5,Soy Group,BA,268861596,116219991,0
2024,5,Soy Group,DF,27084893,11416032,0
2024,5,Soy Group,GO,1464191796,628630726,0
2024,5,Soy Group,MA,621920818,275546160,0
2024,5,Soy Group,MG,1131715091,485091655,0
2024,5,Soy Group,MS,825657457,350591965,0
2024,5,Soy Group,MT,4212373890,1794354924,0
2024,5,Soy Group,PA,754294718,322931220,0
2024,5,Soy Group,PI,339593090,150800990,0
2024,5,Soy Group,PR,1088034919,463807903,0
2024,5,Soy Group,RO,404848253,166159677,0
2024,5,Soy Group,RS,845388883,360661986,0
2024,5,Soy Group,SC,158191026,66277726,0
2024,5,Soy Group,SP,547900674,233325496,0
2024,5,Soy Group,TO,678901367,299151058,0
2024,6,Soy Group,BA,433033240,191152418,0
2024,6,Soy Group,DF,22457641,9859311,0
2024,6,Soy Group,GO,1641090945,727438912,0
2024,6,Soy Group,MA,855000878,375382515,0
2024,6,Soy Group,MG,1164516036,515680828,0
2024,6,Soy Group,MS,910963922,403500501,0
2024,6,Soy Group,MT,4087767785,1786211376,0
2024,6,Soy Group,ND,50830000,24791950,0
2024,6,Soy Group,PA,787541829,341686962,0
2024,6,Soy Group,PI,308354295,133420739,0
2024,6,Soy Group,PR,1399822907,620563701,0
2024,6,Soy Group,RO,219457535,95726238,0
2024,6,Soy Group,RS,913579963,401704984,0
2024,6,Soy Group,SC,122204211,53513380,0
2024,6,Soy Group,SP,485208364,215014487,0
2024,6,Soy Group,TO,542404437,237297884,0
2024,7,Soy Group,BA,680634851,301444591,0
2024,7,Soy Group,DF,43751395,19295699,0
2024,7,Soy Group,GO,1300722033,568809586,0
2024,7,Soy Group,MA,881903231,392058175,0
2024,7,Soy Group,MG,807001792,357157302,0
2024,7,Soy Group,MS,686912950,301668718,0
2024,7,Soy Group,MT,2243981898,993505530,0
2024,7,Soy Group,ND,181522853,81417097,0
2024,7,Soy Group,PA,552620303,241017888,0
2024,7,Soy Group,PI,376377819,167010730,0
2024,7,Soy Group,PR,1134976793,497614611,0
2024,7,Soy Group,RO,160835405,71651987,0
2024,7,Soy Group,RS,1330760442,589179108,0
2024,7,Soy Group,SC,120563546,52355656,0
2024,7,Soy Group,SP,409119278,179569270,0
2024,7,Soy Group,TO,328040197,145042752,0
2024,8,Soy Group,BA,722649393,314826932,0
2024,8,Soy Group,DF,13793715,5955585,0
2024,8,Soy Group,GO,650387235,277656732,0
2024,8,Soy Group,MA,483996003,215031695,0
2024,8,Soy Group,MG,550511704,239881165,0
2024,8,Soy Group,MS,659157650,286464639,0
2024,8,Soy Group,MT,546009552,238123681,0
2024,8,Soy Group,ND,480826704,211390804,0
2024,8,Soy Group,PA,185420972,80587785,0
2024,8,Soy Group,PI,416708519,183407360,0
2024,8,Soy Group,PR,1717311958,749095712,0
2024,8,Soy Group,RO,14568225,6016882,0
2024,8,Soy Group,RR,20345397,8314147,0
2024,8,Soy Group,RS,1046343975,454254004,0
2024,8,Soy Group,SC,117886185,51566518,0
2024,8,Soy Group,SP,278701455,120066709,0
2024,8,Soy Group,TO,133165026,59911599,0
