CO_ANO,CO_MES,CO_NCM,nick,SG_UF_NCM,CO_PAIS,CO_URF,KG_LIQUIDO,VL_FOB,VL_FRETE,VL_SEGURO
2018,4,31054000,MAP,BA,160,1017700,192000,119957,22496,57
2018,4,31054000,MAP,BA,249,517800,4848300,1941925,127063,1036
2018,4,31054000,MAP,BA,676,517800,224000,147428,2760,161
2018,4,31054000,MAP,GO,676,727600,1100000,450763,29700,128
2018,4,31054000,MAP,GO,676,817800,140000,96048,1725,0
2018,4,31054000,MAP,GO,676,917800,140000,94831,1725,52
2018,4,31054000,MAP,MG,676,727600,3300000,1352372,89100,385
2018,4,31054000,MAP,MG,676,817800,2750000,1192599,70813,340
2018,4,31054000,MAP,MG,676,917800,500000,221460,12500,0
2018,4,31054000,MAP,MT,249,917800,3099890,1005170,74397,1278
2018,4,31054000,MAP,MT,249,927700,2035714,753078,53407,943
2018,4,31054000,MAP,MT,676,320151,3300000,1405815,86625,718
2018,4,31054000,MAP,PR,160,917800,48000,30865,4130,14
2018,4,31054000,MAP,PR,249,917800,1100000,394487,26400,108
2018,4,31054000,MAP,PR,474,917800,47702000,19066977,576014,10093
2018,4,31054000,MAP,PR,676,917800,6868000,3006340,139540,5613
2018,4,31054000,MAP,RS,160,1017700,24000,14985,2437,7
2018,4,31054000,MAP,RS,249,1017800,10700000,4182461,344132,2445
2018,4,31054000,MAP,RS,474,1017700,27500000,10473675,331485,12778
2018,4,31054000,MAP,RS,676,1017700,707394,267607,20400,255
2018,4,31054000,MAP,RS,999,1017700,7150000,2462298,137280,1091
2018,4,31054000,MAP,SP,160,817800,192000,130160,13950,71
2018,4,31054000,MAP,SP,249,817800,1842467,699427,49310,880
2018,4,31054000,MAP,SP,474,917800,2000000,860200,29800,0
2018,4,31054000,MAP,SP,676,817800,25754000,11094782,656399,8554
2018,4,31054000,MAP,SP,676,917800,2500000,1107300,62500,0
2018,4,31054000,MAP,ZN,87,927800,1200,1329,38,0
2018,4,31054000,MAP,ZN,160,217800,150000,91159,14400,0
2018,4,31054000,MAP,ZN,249,917800,3500000,1134910,84000,1443
2018,4,31054000,MAP,ZN,676,217802,12540000,5262508,299706,2618
2018,4,31054000,MAP,ZN,676,320151,5500000,2343024,144375,1196
2018,4,31054000,MAP,ZN,676,320151,15950000,6360279,417313,3881
2018,4,31054000,MAP,ZN,676,727600,2200000,901525,59400,256
2018,4,31054000,MAP,ZN,676,817800,140000,93557,4000,0
2018,4,31054000,MAP,ZN,676,817800,540000,229333,14400,0
2018,4,31054000,MAP,ZN,676,927700,5140000,2081129,151630,496
2018,4,31054000,MAP,ZN,676,1017700,196000,132975,350,118
2018,4,31054000,MAP,ZN,999,927502,5125000,2041031,115736,1928
2018,4,31055900,NP,MG,249,817800,6091426,2248723,158377,2871
2018,4,31055900,NP,MT,249,927700,7153557,2645326,191358,3378
2018,4,31055900,NP,MT,474,917800,11000000,3920448,118800,4442
2018,4,31055900,NP,PR,249,917800,17102389,4707567,410457,6028
2018,4,31055900,NP,PR,676,917800,77188000,17118824,1505730,10264
2018,4,31055900,NP,PR,999,1017503,240000,407385,15178,1113
2018,4,31055900,NP,SP,245,817800,72000,128342,1933,101
2018,4,31055900,NP,SP,249,817800,4269400,1576101,111004,2012
2018,4,31055900,NP,SP,999,817800,25344,36809,398,0
2018,4,31055900,NP,ZN,249,917800,2000000,551720,48000,706
2018,4,31059090,NK,BA,158,517600,1500000,1117972,24879,1267
2018,4,31059090,NK,BA,158,517800,3007143,2259009,63302,2569
2018,4,31059090,NK,BA,383,517800,14400,7048,661,7
2018,4,31059090,NK,BA,999,517800,48000,40361,2390,40
2018,4,31059090,NK,BA,999,517800,4800,12652,128,114
2018,4,31059090,NK,BA,999,817800,96000,80484,4780,80
2018,4,31059090,NK,MG,999,817800,750,7419,70,25
2018,4,31059090,NK,MG,999,817800,24745,44381,407,1321
2018,4,31059090,NK,MT,249,917800,50937,343348,3600,262
2018,4,31059090,NK,MT,573,917800,96000,114576,1857,47
2018,4,31059090,NK,PR,245,917800,1800,12309,45,0
2018,4,31059090,NK,PR,573,917800,24000,28751,464,12
2018,4,31059090,NK,RS,158,1017500,58480,493680,7684,104
2018,4,31059090,NK,RS,573,1017700,48000,56799,1442,21
2018,4,31059090,NK,SP,245,817800,101370,157667,2681,94
2018,4,31059090,NK,SP,249,817800,5656,19341,252,9
2018,4,31059090,NK,SP,573,817800,96000,114965,1598,47
2018,4,31059090,NK,SP,999,817800,72000,60499,3585,60
2018,4,31059090,NK,SP,999,817800,4044,20197,85,11
2018,4,31059090,NK,SP,999,817800,43200,114966,2311,25
2018,4,31059090,NK,SP,999,817800,57211,163424,1905,66
2018,4,31059090,NK,SP,999,1017500,15840,54331,1760,163
2018,4,31059090,NK,ZN,87,817800,7423,112971,1513,0
2018,4,31059090,NK,ZN,149,317900,23000,226657,2700,835
2018,4,31059090,NK,ZN,158,817800,306000,223254,22250,0
2018,4,31059090,NK,ZN,158,1017700,408000,286213,39330,0
2018,4,31059090,NK,ZN,245,517800,23000,17307,1163,0
2018,4,31059090,NK,ZN,999,420154,15605,42388,1700,0
2018,5,31021010,UREIA,GO,603,817800,300000,102237,8391,97
2018,5,31021010,UREIA,GO,603,917800,300000,97261,13875,96
2018,5,31021010,UREIA,GO,676,727600,1000000,246369,29600,73
2018,5,31021010,UREIA,GO,676,917800,500000,149829,14000,46
2018,5,31021010,UREIA,GO,999,147600,1900000,527050,133900,0
2018,5,31021010,UREIA,GO,999,727600,2750000,734827,69575,579
2018,5,31021010,UREIA,GO,999,917800,10700000,2985817,142203,1373
2018,5,31021010,UREIA,GO,999,917800,4600000,1137420,75900,789
2018,5,31021010,UREIA,GO,999,927700,2420000,625143,41746,350
2018,5,31021010,UREIA,MG,676,727600,7783049,1922115,230378,702
2018,5,31021010,UREIA,MG,676,817800,201600,57183,350,22
2018,5,31021010,UREIA,MG,999,727600,12050000,3261525,304865,937
2018,5,31021010,UREIA,MG,999,817800,6500000,1591968,138125,2038
2018,5,31021010,UREIA,MG,999,927700,1100000,266911,18975,248
2018,5,31021010,UREIA,MG,999,927700,2200000,520725,55660,499
2018,5,31021010,UREIA,MT,676,917800,4000000,1198634,112000,348
2018,5,31021010,UREIA,MT,999,147600,2750000,761415,166250,1025
2018,5,31021010,UREIA,MT,999,917800,17915438,4565496,223943,9492
2018,5,31021010,UREIA,MT,999,917800,22510000,6382477,299158,3740
2018,5,31021010,UREIA,MT,999,917800,5000000,1469042,82500,787
2018,5,31021010,UREIA,MT,999,927700,880000,227325,15180,127
2018,5,31021010,UREIA,PR,23,917800,20000,7920,295,3
2018,5,31021010,UREIA,PR,676,917800,7700600,2211252,66414,1589
2018,5,31021010,UREIA,PR,999,147600,500000,118165,32500,61
2018,5,31021010,UREIA,PR,999,917800,13700000,3569823,171250,3251
2018,5,31021010,UREIA,PR,999,917800,1500000,456327,24566,368
2018,5,31021010,UREIA,PR,999,917800,3650000,1124276,48509,304
2018,5,31021010,UREIA,RS,154,1017700,49371407,12782998,652706,6751
2018,5,31021010,UREIA,RS,676,1017700,1981200,550939,16143,504
2018,5,31021010,UREIA,RS,999,1017700,15000000,4025723,307500,1885
2018,5,31021010,UREIA,RS,999,1017700,8295986,2113784,145960,2030
2018,5,31021010,UREIA,RS,999,1017800,14000000,3530800,347177,5503
2018,5,31021010,UREIA,SP,23,817800,190575,85758,6493,0
2018,5,31021010,UREIA,SP,154,817800,19799992,5480430,318186,2262
2018,5,31021010,UREIA,SP,249,817800,133356,75152,14595,74
2018,5,31021010,UREIA,SP,676,817800,6801440,1656094,151024,703
2018,5,31021010,UREIA,SP,676,917800,144000,44468,250,94
2018,5,31021010,UREIA,SP,999,817800,23000000,5603139,488750,6842
2018,5,31021010,UREIA,SP,999,917800,7250000,1919615,89625,718
2018,5,31021010,UREIA,SP,999,927700,5500000,1431572,94875,890
2018,5,31021010,UREIA,ZN,87,717700,164,207,801,1
2018,5,31021010,UREIA,ZN,154,927700,13199994,3554673,176748,1455
2018,5,31021010,UREIA,ZN,676,727600,12194066,3017583,360944,1294
2018,5,31021010,UREIA,ZN,676,817800,319000,89241,550,0
2018,5,31021010,UREIA,ZN,676,917800,2175000,585132,3750,352
2018,5,31021010,UREIA,ZN,676,927800,1272200,359787,9925,146
2018,5,31021010,UREIA,ZN,999,147600,2000000,558670,79000,0
2018,5,31021010,UREIA,ZN,999,727600,1600000,391306,40480,113
2018,5,31021010,UREIA,ZN,999,917800,6000000,1519309,79740,1853
2018,5,31021010,UREIA,ZN,999,927700,10000000,2689119,253000,1151
2018,5,31021010,UREIA,ZN,999,927700,33716976,9019038,601703,4518
2018,5,31022100,SAM,GO,87,520100,2200000,291669,63690,363
2018,5,31022100,SAM,GO,160,917800,12650000,1946552,289025,2456
2018,5,31022100,SAM,MG,160,817800,1500000,262968,45000,118
2018,5,31022100,SAM,MG,160,917800,1500000,253485,31875,144
2018,5,31022100,SAM,MG,249,727600,6127568,872256,168508,262
2018,5,31022100,SAM,MT,160,917800,35398000,5850049,780912,5589
2018,5,31022100,SAM,PR,160,817800,3654860,604276,111047,302
2018,5,31022100,SAM,PR,160,917800,51530000,8599931,1094186,8626
2018,5,31022100,SAM,PR,676,917800,3103000,565375,27811,298
2018,5,31022100,SAM,RS,87,817800,48000,14981,270,7
2018,5,31022100,SAM,RS,87,1017700,17820000,2899608,481243,2207
2018,5,31022100,SAM,RS,87,1017800,8352560,1200700,264266,732
2018,5,31022100,SAM,RS,160,1017700,56000,13377,1700,0
2018,5,31022100,SAM,RS,245,917800,24000,4465,815,0
2018,5,31022100,SAM,SP,23,817800,3200,20772,464,0
2018,5,31022100,SAM,SP,87,817800,820000,251620,5740,74
2018,5,31022100,SAM,SP,160,817800,5500000,976741,165000,932
2018,5,31022100,SAM,SP,160,917800,5607000,953896,114839,536
2018,5,31022100,SAM,ZN,87,417900,7350000,921799,198083,555
2018,5,31022100,SAM,ZN,87,817800,192000,55071,5677,30
2018,5,31022100,SAM,ZN,87,917800,72000,21197,1121,0
2018,5,31022100,SAM,ZN,160,217800,6500000,1124872,195000,552
2018,5,31022100,SAM,ZN,160,417900,2000000,265558,80160,0
2018,5,31022100,SAM,ZN,160,917800,27000,5181,1613,0
2018,5,31022100,SAM,ZN,160,917800,81000,14876,5287,0
2018,5,31022100,SAM,ZN,160,917800,1324000,249176,40952,350
2018,5,31022100,SAM,ZN,160,927502,700000,97206,16283,0
2018,5,31022100,SAM,ZN,160,927800,53720,9310,3240,0
2018,5,31022100,SAM,ZN,249,727600,6802409,988026,187066,296
2018,5,31022100,SAM,ZN,573,320151,3164626,469228,87027,728
2018,5,31042090,MOP,BA,383,517800,2516090,685487,60720,1120
2018,5,31042090,MOP,BA,676,517800,2723361,588713,95175,257
2018,5,31042090,MOP,GO,85,917800,500000,155375,9625,0
2018,5,31042090,MOP,GO,149,817800,8550000,2572353,156038,3190
2018,5,31042090,MOP,GO,149,917800,1264918,335298,22813,182
2018,5,31042090,MOP,GO,383,917800,4500000,1183398,85500,1382
2018,5,31042090,MOP,GO,676,817800,11025000,3193184,297124,1371
2018,5,31042090,MOP,GO,676,917800,5000000,1577100,123000,0
2018,5,31042090,MOP,MG,149,817800,1900000,579196,34675,709
2018,5,31042090,MOP,MG,676,817800,1350000,378649,35775,162
2018,5,31042090,MOP,MG,676,917800,18000000,5120802,533750,743
2018,5,31042090,MOP,MT,23,917800,5000000,1351918,93250,739
2018,5,31042090,MOP,MT,85,817800,19500000,5909465,458250,2500
2018,5,31042090,MOP,MT,85,917800,30900000,9089356,631050,1945
2018,5,31042090,MOP,MT,149,217800,28000000,7843194,848000,5696
2018,5,31042090,MOP,MT,149,320151,2720000,718214,92480,365
2018,5,31042090,MOP,MT,149,817800,3800000,1127042,69350,1417
2018,5,31042090,MOP,MT,149,917800,36000000,10409000,612000,12910
2018,5,31042090,MOP,MT,383,227600,5800000,1538696,137344,1638
2018,5,31042090,MOP,MT,676,217800,10000000,2933987,270000,2867
2018,5,31042090,MOP,MT,676,817800,4000000,1203110,107800,350
2018,5,31042090,MOP,MT,676,917800,22335389,5568530,517483,4439
2018,5,31042090,MOP,PR,85,917800,21885896,6450001,453921,2494
2018,5,31042090,MOP,PR,149,917800,24765165,6795842,425863,7509
2018,5,31042090,MOP,PR,383,917800,18560000,5216303,326350,5223
2018,5,31042090,MOP,PR,676,917800,53383133,15455240,1158889,7191
2018,5,31042090,MOP,RS,23,1017700,18000000,4929773,343440,8000
2018,5,31042090,MOP,RS,23,1017800,13000000,3517150,341758,1984
2018,5,31042090,MOP,RS,383,1017700,5500000,1571712,127325,1974
2018,5,31042090,MOP,RS,383,1017800,3675000,968975,105001,662
2018,5,31042090,MOP,RS,676,1017700,67461187,17098012,1560988,8621
2018,5,31042090,MOP,SP,23,817800,576725,278059,3852,85
2018,5,31042090,MOP,SP,23,917800,7700000,2077728,148675,1139
2018,5,31042090,MOP,SP,149,817800,32237000,9651251,588326,10433
2018,5,31042090,MOP,SP,383,817800,600000,228450,20847,46
2018,5,31042090,MOP,SP,383,917800,13500000,3550193,256500,4147
2018,5,31042090,MOP,SP,676,817800,14125000,4125227,380669,1643
2018,5,31042090,MOP,SP,676,917800,13000000,3863079,276700,695
2018,5,31042090,MOP,ZN,23,217800,15000000,4390701,289950,4215
2018,5,31042090,MOP,ZN,23,717600,7000000,1897350,132650,1015
2018,5,31042090,MOP,ZN,23,817800,48000,46383,1546,0
2018,5,31042090,MOP,ZN,23,817800,1008505,285631,27789,83
2018,5,31042090,MOP,ZN,23,917800,6015000,1624937,113895,889
2018,5,31042090,MOP,ZN,149,320151,11500000,3036565,391000,1543
2018,5,31042090,MOP,ZN,149,320151,3220000,850238,109480,432
2018,5,31042090,MOP,ZN,149,417900,5000000,1326165,170000,766
2018,5,31042090,MOP,ZN,149,917800,6000000,1725060,94500,2130
2018,5,31042090,MOP,ZN,149,927700,5218000,1520207,95229,572
2018,5,31042090,MOP,ZN,249,117600,1,28,69,0
2018,5,31042090,MOP,ZN,383,227600,2200000,572264,52096,610
2018,5,31042090,MOP,ZN,676,317900,7350000,1854752,230423,0
2018,5,31042090,MOP,ZN,676,320151,5000000,1464519,135000,1449
2018,5,31042090,MOP,ZN,676,440151,6150000,1653670,192803,931
2018,5,31042090,MOP,ZN,676,917800,8000000,2282600,146550,764
2018,5,31052000,NPK,BA,245,517800,16500,43042,1347,6
2018,5,31052000,NPK,BA,999,517800,1575000,474818,48589,202
2018,5,31052000,NPK,GO,383,817800,192000,133739,4190,0
2018,5,31052000,NPK,GO,676,917800,4950000,1551110,113850,442
2018,5,31052000,NPK,MG,999,817800,12130000,3480697,451325,1540
2018,5,31052000,NPK,PR,383,917800,72000,50135,1590,0
2018,5,31052000,NPK,PR,573,917800,48000,50982,776,21
2018,5,31052000,NPK,PR,676,817800,805950,196574,1600,192
2018,5,31052000,NPK,PR,676,917800,13045182,3606247,188043,2593
2018,5,31052000,NPK,PR,676,927700,4853122,1458657,144186,629
2018,5,31052000,NPK,PR,999,927700,5500000,1556780,257125,712
2018,5,31052000,NPK,RS,245,1017700,10500,17651,811,0
2018,5,31052000,NPK,RS,573,1017700,96000,92768,2657,38
2018,5,31052000,NPK,RS,676,1017700,11000000,3266174,354530,1459
2018,5,31052000,NPK,RS,999,1017700,13421000,3506876,396470,1573
2018,5,31052000,NPK,SP,23,917800,9930,19718,780,81
2018,5,31052000,NPK,SP,245,817800,29400,60105,998,44
2018,5,31052000,NPK,SP,245,917800,24000,23237,306,94
2018,5,31052000,NPK,SP,249,817800,48072,125899,5522,239
2018,5,31052000,NPK,SP,573,817800,24000,22265,333,9
2018,5,31052000,NPK,SP,676,817800,10450000,3230598,310470,1388
2018,5,31052000,NPK,SP,999,817800,88620,134769,973,0
2018,5,31052000,NPK,SP,999,817800,25580,30808,1350,12
2018,5,31052000,NPK,SP,999,817800,5500000,1558471,200750,689
2018,5,31052000,NPK,SP,999,817800,14730,53945,1147,0
2018,5,31052000,NPK,ZN,245,417902,4356,15794,721,0
2018,5,31052000,NPK,ZN,383,717800,96000,65577,3650,0
2018,5,31052000,NPK,ZN,676,817800,330000,86633,11000,0
2018,5,31052000,NPK,ZN,676,927700,499200,134553,1000,0
2018,5,31052000,NPK,ZN,999,217800,9050000,2588378,330325,1140
2018,5,31052000,NPK,ZN,999,420154,5000,26530,520,0
2018,5,31054000,MAP,BA,160,517800,528000,352163,57893,163
2018,5,31054000,MAP,BA,676,517800,6202184,2756371,151550,1004
2018,5,31054000,MAP,BA,676,817800,504000,325388,15447,0
2018,5,31054000,MAP,GO,676,517800,112000,72540,2388,0
2018,5,31054000,MAP,GO,676,817800,140000,97342,1725,0
2018,5,31054000,MAP,GO,676,917800,168000,113779,2070,103
2018,5,31054000,MAP,MG,160,817800,1000000,404710,43000,177
2018,5,31054000,MAP,MG,676,917800,644000,301858,15000,22
2018,5,31054000,MAP,MT,676,917800,550000,212577,16885,265
2018,5,31054000,MAP,PR,474,917800,500000,217650,4850,0
2018,5,31054000,MAP,PR,676,917800,3330000,1307390,90708,1486
2018,5,31054000,MAP,PR,999,917800,14300000,5940022,341770,2470
2018,5,31054000,MAP,RS,249,1017700,8363095,3234098,249530,3263
2018,5,31054000,MAP,RS,249,1017800,2200000,868997,76813,489
2018,5,31054000,MAP,RS,676,1017700,5201426,2033334,150000,0
2018,5,31054000,MAP,RS,999,1017800,9000000,3467700,248343,2025
2018,5,31054000,MAP,SP,160,817800,10433200,4552953,446935,2260
2018,5,31054000,MAP,SP,245,817800,1,11,0,0
2018,5,31054000,MAP,SP,249,817800,126008,120105,6882,105
2018,5,31054000,MAP,SP,676,917800,2200000,836034,67540,421
2018,5,31054000,MAP,ZN,160,727600,168000,116946,15588,46
2018,5,31054000,MAP,ZN,160,817800,200000,81142,8600,24
2018,5,31054000,MAP,ZN,160,817800,168000,113742,18286,53
2018,5,31054000,MAP,ZN,474,217800,4074000,1685466,78221,1199
2018,5,31054000,MAP,ZN,474,217800,3000000,1241138,57600,883
2018,5,31054000,MAP,ZN,474,417900,5500000,2267463,103950,1225
2018,5,31054000,MAP,ZN,474,440151,4000000,1698846,66160,446
2018,5,31054000,MAP,ZN,676,320151,5499953,2273584,144374,951
2018,5,31054000,MAP,ZN,676,417902,312000,206636,14598,61
2018,5,31054000,MAP,ZN,676,517800,140000,97527,1725,0
2018,5,31054000,MAP,ZN,676,817800,504000,323660,16200,0
2018,5,31055900,NP,BA,245,517800,16500,52732,1347,8
2018,5,31055900,NP,BA,999,517800,144000,137733,8406,163
2018,5,31055900,NP,GO,160,917800,6450000,1971198,114359,1317
2018,5,31055900,NP,GO,249,917800,1800000,581079,36810,734
2018,5,31055900,NP,MG,160,917800,6093006,1752511,111669,930
2018,5,31055900,NP,MT,249,927700,32998940,12195858,866222,15575
2018,5,31055900,NP,PR,160,917800,33800000,9791119,599274,5288
2018,5,31055900,NP,PR,249,917800,31294622,11392472,712637,14384
2018,5,31055900,NP,PR,676,917800,2492000,984438,14866,644
2018,5,31055900,NP,PR,999,917800,21460,4902,813,3
2018,5,31055900,NP,RS,245,1017700,8250,26344,638,0
2018,5,31055900,NP,RS,249,1017700,4399038,1446969,131751,1890
2018,5,31055900,NP,SP,160,917800,2147964,591375,40494,310
2018,5,31055900,NP,SP,245,817800,21600,36003,565,28
2018,5,31055900,NP,SP,999,817700,242,522,975,0
2018,5,31055900,NP,SP,999,817800,12440,19776,202,0
2018,5,31055900,NP,ZN,249,320151,5087000,1971295,122342,2492
2018,5,31055900,NP,ZN,249,917800,1800000,580905,36810,734
2018,5,31055900,NP,ZN,999,417902,4356,10466,721,0
2018,5,31059090,NK,BA,160,817800,2100,15957,450,18
2018,5,31059090,NK,PR,573,917800,24000,28755,454,12
2018,5,31059090,NK,PR,999,917800,15301,30692,764,13
2018,5,31059090,NK,RS,245,1017700,7200,30202,1533,0
2018,5,31059090,NK,RS,999,1017700,10800,95827,1175,222
2018,5,31059090,NK,RS,999,1017700,22542,68300,830,28
2018,5,31059090,NK,SP,160,817800,8640,170401,2275,475
2018,5,31059090,NK,SP,245,817800,59346,158889,1523,25
2018,5,31059090,NK,SP,249,817800,15066,75945,3200,0
2018,5,31059090,NK,SP,573,817800,96000,114792,1532,47
2018,5,31059090,NK,SP,999,817700,2355,4000,9467,0
2018,5,31059090,NK,SP,999,817800,12350,46212,600,17
2018,5,31059090,NK,SP,999,817800,40320,176552,7734,125
2018,5,31059090,NK,SP,999,817800,1802,12485,33,0
2018,5,31059090,NK,SP,999,817800,70866,226860,2004,89
2018,5,31059090,NK,SP,999,1017500,12000,15480,1644,0
2018,5,31059090,NK,ZN,149,317900,70800,611180,8100,2254
2018,5,31059090,NK,ZN,158,927700,24000,31415,2180,0
2018,5,31059090,NK,ZN,999,420154,11350,30330,1180,0
2018,5,31059090,NK,ZN,999,817800,13850,73658,1562,0
2018,6,31021010,UREIA,BA,676,517800,7600558,1964485,222940,795
2018,6,31021010,UREIA,GO,676,917800,2195211,653118,61344,726
2018,6,31021010,UREIA,GO,999,147600,2000000,540250,128500,417
2018,6,31021010,UREIA,GO,999,917800,6000000,1711307,162000,950
2018,6,31021010,UREIA,GO,999,917800,3000000,649679,61500,356
2018,6,31021010,UREIA,GO,999,917800,4000000,982941,88000,540
2018,6,31021010,UREIA,GO,999,917800,6000000,1541401,96000,1904
2018,6,31021010,UREIA,GO,999,917800,4000000,1010657,78000,553
2018,6,31021010,UREIA,MG,676,817800,1458000,349112,24146,146
2018,6,31021010,UREIA,MG,676,917800,288000,77417,7000,0
2018,6,31021010,UREIA,MG,999,147600,500000,118750,27500,0
2018,6,31021010,UREIA,MG,999,727600,5060000,1412320,128018,405
2018,6,31021010,UREIA,MG,999,817800,3800000,922108,64790,384
2018,6,31021010,UREIA,MT,154,917800,18200000,4409143,248430,3693
2018,6,31021010,UREIA,MT,999,147600,1750000,469255,111250,521
2018,6,31021010,UREIA,MT,999,917800,8599000,2309078,209048,1168
2018,6,31021010,UREIA,PR,23,927700,6000000,1457758,219000,656
2018,6,31021010,UREIA,PR,154,917800,16499977,4016719,225225,2461
2018,6,31021010,UREIA,PR,676,817800,2160000,592253,3750,852
2018,6,31021010,UREIA,PR,676,917800,4273000,1162516,31164,1242
2018,6,31021010,UREIA,PR,999,917800,472500,133718,5670,0
2018,6,31021010,UREIA,PR,999,917800,6499975,1665522,142999,913
2018,6,31021010,UREIA,PR,999,917800,13050000,2843179,267525,1613
2018,6,31021010,UREIA,PR,999,917800,38301000,9223597,747127,5863
2018,6,31021010,UREIA,RS,999,1017700,7764940,2069119,165000,2129
2018,6,31021010,UREIA,RS,999,1017800,4333000,1052919,92944,702
2018,6,31021010,UREIA,SP,23,817600,5,91,15,0
2018,6,31021010,UREIA,SP,23,817800,460125,210346,23714,0
2018,6,31021010,UREIA,SP,249,817800,9,269,2,0
2018,6,31021010,UREIA,SP,676,817800,5676550,1377420,96747,524
2018,6,31021010,UREIA,SP,676,917800,3617400,1015899,30800,2209
2018,6,31021010,UREIA,SP,999,817800,28000000,6991209,477400,7394
2018,6,31021010,UREIA,SP,999,817800,11200,1317,1884,4
2018,6,31021010,UREIA,SP,999,917800,5500000,1408676,121000,402
2018,6,31021010,UREIA,SP,999,917800,950000,205732,19475,113
2018,6,31021010,UREIA,SP,999,917800,3000000,757993,58500,415
2018,6,31021010,UREIA,SP,999,917800,1000000,285218,27000,158
2018,6,31021010,UREIA,SP,999,917800,70000,20160,840,0
2018,6,31021010,UREIA,ZN,23,817800,40000,15241,1985,0
2018,6,31021010,UREIA,ZN,87,717600,197,249,34,0
2018,6,31021010,UREIA,ZN,87,717700,66,83,1126,0
2018,6,31021010,UREIA,ZN,154,927700,16499996,4435675,284955,1845
2018,6,31021010,UREIA,ZN,676,320151,3150000,766562,92453,452
2018,6,31021010,UREIA,ZN,676,927700,2739500,735458,84600,0
2018,6,31021010,UREIA,ZN,676,927800,1424000,422790,15700,295
2018,6,31021010,UREIA,ZN,999,147600,2000000,556670,79000,0
2018,6,31021010,UREIA,ZN,999,727600,4840000,1347942,122452,387
2018,6,31021010,UREIA,ZN,999,917800,5500000,1267540,100250,1319
2018,6,31021010,UREIA,ZN,999,917800,11500000,2883087,253000,1211
2018,6,31021010,UREIA,ZN,999,927700,21106211,5239809,399456,4443
2018,6,31022100,SAM,BA,87,517800,3283305,433456,84893,126
2018,6,31022100,SAM,GO,160,917800,9975000,1627546,246420,1566
2018,6,31022100,SAM,GO,603,917800,6697863,859265,181500,1021
2018,6,31022100,SAM,MG,87,727600,4696380,710084,109973,595
2018,6,31022100,SAM,MG,87,817800,3500000,615108,82775,427
2018,6,31022100,SAM,MT,160,917800,24115000,4227347,493946,1737
2018,6,31022100,SAM,PR,160,817800,1008000,169603,30600,0
2018,6,31022100,SAM,PR,160,917800,24793000,3979847,611931,2595
2018,6,31022100,SAM,PR,573,917800,20998655,3438323,472470,1962
2018,6,31022100,SAM,PR,603,917800,11605931,2038383,319000,2421
2018,6,31022100,SAM,PR,676,917800,8584000,1553343,92984,899
2018,6,31022100,SAM,RS,23,1017800,3000000,463500,109801,318
2018,6,31022100,SAM,RS,87,817800,120000,49733,1859,0
2018,6,31022100,SAM,RS,245,1017700,226800,43782,6795,0
2018,6,31022100,SAM,SP,23,817600,3000,12944,6451,0
2018,6,31022100,SAM,SP,23,817800,9500,145304,1534,101
2018,6,31022100,SAM,SP,87,817800,11108000,1976851,254171,1741
2018,6,31022100,SAM,SP,160,917800,9548800,1645364,196650,807
2018,6,31022100,SAM,SP,245,817800,30,417,4,0
2018,6,31022100,SAM,SP,249,817700,1,11,2,0
2018,6,31022100,SAM,SP,249,817800,3,84,1,0
2018,6,31022100,SAM,ZN,87,417900,7200000,934859,186840,560
2018,6,31022100,SAM,ZN,87,440151,18167424,2520216,436631,1287
2018,6,31022100,SAM,ZN,87,727600,4725000,636337,111746,362
2018,6,31022100,SAM,ZN,160,917800,7350000,1259056,150900,477
2018,6,31022100,SAM,ZN,160,927800,281000,51191,14134,66
2018,6,31042090,MOP,BA,383,517800,3250000,944885,82225,1621
2018,6,31042090,MOP,GO,23,727600,20000000,5925257,359000,2809
2018,6,31042090,MOP,GO,85,817800,1000000,290911,25500,167
2018,6,31042090,MOP,GO,85,917800,38000000,11326915,776250,1233
2018,6,31042090,MOP,GO,149,817800,11365000,3468836,207411,4287
2018,6,31042090,MOP,GO,149,917800,8000000,2314080,126000,2859
2018,6,31042090,MOP,GO,149,927700,17854000,5249616,341934,6624
2018,6,31042090,MOP,GO,383,727600,7000000,1964536,135100,1053
2018,6,31042090,MOP,GO,676,727600,3475000,1034501,97029,300
2018,6,31042090,MOP,GO,676,917800,13688380,3974227,270302,1303
2018,6,31042090,MOP,MG,23,727600,11000000,3263326,197450,1742
2018,6,31042090,MOP,MG,23,817800,240000,101431,2121,0
2018,6,31042090,MOP,MG,85,817800,800000,223113,20400,96
2018,6,31042090,MOP,MG,85,917800,8300000,2367380,163250,1290
2018,6,31042090,MOP,MG,149,817800,17800000,5509614,324850,6723
2018,6,31042090,MOP,MG,149,917800,4000000,1157040,63000,1429
2018,6,31042090,MOP,MG,249,617700,2,131,340,0
2018,6,31042090,MOP,MG,383,727600,11500000,3331900,221950,1508
2018,6,31042090,MOP,MG,676,727600,17314400,5026741,492381,1844
2018,6,31042090,MOP,MG,676,817800,2324005,670927,46968,281
2018,6,31042090,MOP,MT,23,217800,20000000,5854268,386600,5620
2018,6,31042090,MOP,MT,85,217800,5500000,1573562,129250,2584
2018,6,31042090,MOP,MT,85,817800,2500000,758044,58750,320
2018,6,31042090,MOP,MT,149,217800,22000000,6911670,401500,7591
2018,6,31042090,MOP,MT,149,917800,46920000,13369233,966490,14875
2018,6,31042090,MOP,MT,149,927700,48200000,14122019,918700,12938
